Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2024-11-29,16:50:00,FTCI,"""FTC Solar, Inc. Common Stock""",Nasdaq,News pending,2024-12-02,09:00:00
2024-11-29,16:50:00,FTCI,"""FTC Solar, Inc. Common Stock""",Nasdaq,News pending,,
2024-11-29,16:50:00,LBPH,"""Longboard Pharmaceuticals, Inc. Common Stock""",Nasdaq,News pending,,
2024-11-29,14:26:12,MNTN,Everest Consolidator Acquisition Corporation,NYSE,News Released,,
2024-11-29,14:26:12,MNTN WS,"""Everest Consolidator Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock, at an exercise price of $""",NYSE,News Released,,
2024-11-29,14:26:12,MNTN U,"""Everest Consolidator Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant""",NYSE,News Released,,
2024-11-29,13:06:11,MNTN WS,"""Everest Consolidator Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock, at an exercise price of $""",NYSE,News pending,See Subsequent Halt,See Subsequent Halt
2024-11-29,13:06:11,MNTN,Everest Consolidator Acquisition Corporation,NYSE,News pending,See Subsequent Halt,See Subsequent Halt
2024-11-29,13:06:11,MNTN U,"""Everest Consolidator Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant""",NYSE,News pending,See Subsequent Halt,See Subsequent Halt
2024-11-29,11:49:11,PASG,"""Passage Bio, Inc. Common Stock""",Nasdaq,LULD pause,2024-11-29,11:54:11
2024-11-29,11:14:21,PRZO,ParaZero Technologies Ltd. Ordinary Shares,Nasdaq,LULD pause,2024-11-29,11:19:21
2024-11-29,11:06:06,UMAC,"""Unusual Machines, Inc.""",NYSE American,LULD pause,2024-11-29,11:11:06
2024-11-29,11:05:29,NDRA,ENDRA Life Sciences Inc. Common Stock,Nasdaq,LULD pause,2024-11-29,11:10:29
2024-11-29,11:01:00,SANW,S&W Seed Company,Nasdaq,LULD pause,2024-11-29,11:06:00
2024-11-29,10:23:07,PRZO,ParaZero Technologies Ltd. Ordinary Shares,Nasdaq,LULD pause,2024-11-29,10:28:07
2024-11-29,10:17:36,AIEV,"""Thunder Power Holdings, Inc. Common Stock""",Nasdaq,LULD pause,2024-11-29,10:22:36
2024-11-29,10:08:28,PRZO,ParaZero Technologies Ltd. Ordinary Shares,Nasdaq,LULD pause,2024-11-29,10:13:28
2024-11-29,10:05:59,SANW,S&W Seed Company,Nasdaq,LULD pause,2024-11-29,10:15:59
2024-11-29,10:03:57,AIEV,"""Thunder Power Holdings, Inc. Common Stock""",Nasdaq,LULD pause,2024-11-29,10:08:57
2024-11-29,09:43:30,RECT,Rectitude Holdings Ltd Ordinary Shares,Nasdaq,LULD pause,2024-11-29,09:53:30
2024-11-29,09:38:36,CABA,"""Cabaletta Bio, Inc. Common Stock""",Nasdaq,LULD pause,2024-11-29,09:43:36
2024-11-29,09:32:47,ICLK,iClick Interactive Asia Group Limited,Nasdaq,LULD pause,2024-11-29,09:37:47
2024-11-29,09:32:35,BGM,BGM Group Ltd. Class A Ordinary Shares,Nasdaq,LULD pause,2024-11-29,09:42:35
2024-11-29,09:32:10,PRZO,ParaZero Technologies Ltd. Ordinary Shares,Nasdaq,LULD pause,2024-11-29,09:37:10
